name,season,advancement,rarity,rank,grade,foil
"Criarunes","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Criarunes","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Criarunes","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Criscat","ARKHANTE","STANDARD","COMMON","5","","false"
"Criscat","ARKHANTE","STANDARD","COMMON","1","","false"
"Criscat","ARKHANTE","STANDARD","COMMON","5","","true"
"Criscat","ARKHANTE","STANDARD","COMMON","4","","false"
"Criscat","ARKHANTE","STANDARD","COMMON","2","","false"
"Criscat","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Criscat","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Criscat","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Criscat","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Criscat","ARKHANTE","ALTERNATIVE","COMMON","5","B","true"
"Criscat","ARKHANTE","STANDARD","COMMON","1","","true"
"Cyber Residential Area","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","true"
"Cyber Residential Area","MANTRIS","STANDARD","UNCOMMON","1","","true"
"Cyber Residential Area","MANTRIS","STANDARD","UNCOMMON","1","","false"
"Cyber Residential Area","MANTRIS","STANDARD","UNCOMMON","5","","false"
"Cyber Residential Area","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","false"
"Cyber Residential Area","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","true"
"Cyber Residential Area","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","false"
"Cyber Residential Area","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","true"
"Cyber Residential Area","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","false"
"Cyber Residential Area","MANTRIS","ALTERNATIVE","UNCOMMON","5","S","false"
"Cyber Residential Area","MANTRIS","STANDARD","UNCOMMON","5","","true"
"Cyber-Scorpion","MANTRIS","STANDARD","COMMON","1","","false"
"Cyber-Scorpion","MANTRIS","STANDARD","COMMON","1","","true"
"Cyber-Scorpion","MANTRIS","STANDARD","COMMON","5","","false"
"Cyber-Scorpion","MANTRIS","STANDARD","COMMON","5","","true"
"Cyber-Scorpion","MANTRIS","ALTERNATIVE","COMMON","5","A","false"
"Cyber-Scorpion","MANTRIS","ALTERNATIVE","COMMON","5","C","false"
"Cyber-Scorpion","MANTRIS","ALTERNATIVE","COMMON","5","B","false"
"Dalton Wolfe","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"Dalton Wolfe","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Damien Brenks","RIFT","STANDARD","SPECIAL_RARE","1","","false"
"Damien Brenks","RIFT","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Defalt","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"Defalt","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Delford Wade","RIFT","STANDARD","SPECIAL_RARE","1","","false"
"Delford Wade","RIFT","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Dermot "Lucky" Quinn","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Dermot "Lucky" Quinn","ARKHANTE","STANDARD","SPECIAL_RARE","1","","false"
"Dermot "Lucky" Quinn","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Diane","RIFT","ALTERNATIVE","SPECIAL_RARE","5","B","true"
"Diane","RIFT","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Diane","RIFT","ALTERNATIVE","SPECIAL_RARE","5","S","true"
"Diane","RIFT","STANDARD","SPECIAL_RARE","1","","false"
"Diane","RIFT","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Diane","RIFT","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Division O","MANTRIS","COMBO","ULTRA_RARE","5","B","false"
"Division O","MANTRIS","COMBO","ULTRA_RARE","5","C","true"
"Division O","MANTRIS","COMBO","ULTRA_RARE","5","A","false"
"Division O","MANTRIS","COMBO","ULTRA_RARE","5","C","false"
"Division VII","MANTRIS","STANDARD","SPECIAL_RARE","5","","false"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","true"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","true"
"Division VII","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"Division VII","MANTRIS","STANDARD","SPECIAL_RARE","1","","true"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","S","true"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Division VII","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","S","false"
"Dog Robot","MANTRIS","STANDARD","COMMON","1","","false"
"Dog Robot","MANTRIS","STANDARD","COMMON","5","","false"
"Dog Robot","MANTRIS","STANDARD","COMMON","1","","true"
"Dog Robot","MANTRIS","STANDARD","COMMON","5","","true"
"Dog Robot","MANTRIS","ALTERNATIVE","COMMON","5","A","false"
"Dog Robot","MANTRIS","ALTERNATIVE","COMMON","5","B","false"
"Dog Robot","MANTRIS","ALTERNATIVE","COMMON","5","C","false"
"Drakhan","MANTRIS","STANDARD","ULTRA_RARE","1","","false"
"Drakhan","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Drakhan","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","true"
"Drakhan","MANTRIS","STANDARD","ULTRA_RARE","1","","true"
"Drakhan","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Drakhan","MANTRIS","STANDARD","ULTRA_RARE","5","","false"
"Drakhan","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","false"
"Drakhan","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","true"
"Drone","MANTRIS","STANDARD","SPECIAL_RARE","5","","false"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Drone","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"Drone","MANTRIS","STANDARD","SPECIAL_RARE","1","","true"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","true"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","true"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","S","false"
"Drone","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","S","true"
"Dryad","ARKHANTE","STANDARD","UNCOMMON","1","","true"
"Dryad","ARKHANTE","STANDARD","UNCOMMON","5","","false"
"Dryad","ARKHANTE","STANDARD","UNCOMMON","5","","true"
"Dryad","ARKHANTE","STANDARD","UNCOMMON","1","","false"
"Dryad","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","true"
"Dryad","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","false"
"Dryad","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","false"
"Dryad","ARKHANTE","ALTERNATIVE","UNCOMMON","5","S","false"
"Dryad","ARKHANTE","STANDARD","UNCOMMON","4","","false"
"Dryad","ARKHANTE","ALTERNATIVE","UNCOMMON","5","A","false"
"Dušan Nemec","ARKHANTE","STANDARD","SPECIAL_RARE","1","","false"
"Dušan Nemec","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Dušan Nemec","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","S","false"
"Dušan Nemec","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Dusèche","RIFT","STANDARD","UNCOMMON","1","","false"
"Dusèche","RIFT","ALTERNATIVE","UNCOMMON","5","C","false"
"Dusèche","RIFT","ALTERNATIVE","UNCOMMON","5","A","false"
"Dusèche","RIFT","ALTERNATIVE","UNCOMMON","5","B","false"
"Echo","RIFT","ALTERNATIVE","MYTHIC","5","C","false"
"Echo","RIFT","STANDARD","MYTHIC","1","","false"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Eli'jah","MANTRIS","STANDARD","ULTRA_RARE","1","","false"
"Eli'jah","MANTRIS","STANDARD","ULTRA_RARE","1","","true"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","true"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","true"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","S","true"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","false"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","true"
"Eli'jah","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","S","false"
"Elvric","RIFT","STANDARD","UNCOMMON","1","","false"
"Elvric","RIFT","ALTERNATIVE","UNCOMMON","5","C","false"
"Eren","ARKHANTE","STANDARD","COMMON","5","","false"
"Eren","ARKHANTE","STANDARD","COMMON","1","","false"
"Eren","ARKHANTE","STANDARD","COMMON","5","","true"
"Eren","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Eren","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Eren","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Eren","ARKHANTE","STANDARD","COMMON","1","","true"
"Eren","ARKHANTE","ALTERNATIVE","COMMON","5","C","true"
"Eren","ARKHANTE","ALTERNATIVE","COMMON","5","B","true"
"Eren","ARKHANTE","STANDARD","COMMON","4","","false"
"Eren","ARKHANTE","STANDARD","COMMON","3","","false"
"Eren","ARKHANTE","STANDARD","COMMON","2","","false"
"Eren","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Erika","MANTRIS","STANDARD","RARE","1","","true"
"Erika","MANTRIS","STANDARD","RARE","1","","false"
"Erika","MANTRIS","STANDARD","RARE","5","","false"
"Erika","MANTRIS","ALTERNATIVE","RARE","5","B","false"
"Erika","MANTRIS","ALTERNATIVE","RARE","5","B","true"
"Erika","MANTRIS","ALTERNATIVE","RARE","5","C","false"
"Erika","MANTRIS","ALTERNATIVE","RARE","5","A","false"
"Erika","MANTRIS","ALTERNATIVE","RARE","5","C","true"
"Erika","MANTRIS","ALTERNATIVE","RARE","5","A","true"
"Erika","MANTRIS","STANDARD","RARE","5","","true"
"Erika","MANTRIS","ALTERNATIVE","RARE","5","S","false"
"Erika","MANTRIS","STANDARD","EXCLUSIVE","4","","false"
"Erika","MANTRIS","STANDARD","EXCLUSIVE","3","","false"
"Erika","MANTRIS","STANDARD","EXCLUSIVE","1","","false"
"Erika","MANTRIS","STANDARD","EXCLUSIVE","5","","false"
"Erika","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Erika","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","C","false"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","C","true"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","A","false"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","B","false"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","S","false"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","B","true"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","A","true"
"Erika & Tiger Robot","MANTRIS","COMBO","SPECIAL_RARE","5","S","true"
"Ethell","ARKHANTE","STANDARD","RARE","5","","false"
"Ethell","ARKHANTE","STANDARD","RARE","1","","false"
"Ethell","ARKHANTE","STANDARD","RARE","5","","true"
"Ethell","ARKHANTE","ALTERNATIVE","RARE","5","A","false"
"Ethell","ARKHANTE","STANDARD","RARE","1","","true"
"Ethell","ARKHANTE","ALTERNATIVE","RARE","5","C","true"
"Ethell","ARKHANTE","ALTERNATIVE","RARE","5","C","false"
"Ethell","ARKHANTE","STANDARD","RARE","3","","false"
"Ethell","ARKHANTE","ALTERNATIVE","RARE","5","B","false"
"Ethell","ARKHANTE","ALTERNATIVE","RARE","5","S","false"
"Ethell","ARKHANTE","ALTERNATIVE","RARE","5","A","true"
"Ethell","ARKHANTE","ALTERNATIVE","RARE","5","B","true"
"Ezio & Sathyne","MANTRIS","COMBO","MYTHIC","5","S","false"
"Ezio & Sathyne","MANTRIS","COMBO","MYTHIC","5","A","false"
"Ezio & Sathyne","MANTRIS","COMBO","MYTHIC","5","C","false"
"Ezio & Sathyne","MANTRIS","COMBO","MYTHIC","5","A","true"
"Ezio & Sathyne","MANTRIS","COMBO","MYTHIC","5","C","true"
"Ezio & Sathyne","MANTRIS","COMBO","MYTHIC","5","B","false"
"Faustus","ARKHANTE","STANDARD","RARE","5","","false"
"Faustus","ARKHANTE","STANDARD","RARE","5","","true"
"Faustus","ARKHANTE","ALTERNATIVE","RARE","5","C","true"
"Faustus","ARKHANTE","STANDARD","RARE","1","","true"
"Faustus","ARKHANTE","STANDARD","RARE","1","","false"
"Faustus","ARKHANTE","ALTERNATIVE","RARE","5","S","false"
"Faustus","ARKHANTE","ALTERNATIVE","RARE","5","C","false"
"Faustus","ARKHANTE","ALTERNATIVE","RARE","5","B","false"
"Faustus","ARKHANTE","STANDARD","RARE","3","","false"
"Faustus","ARKHANTE","STANDARD","RARE","3","","true"
"Faustus","ARKHANTE","ALTERNATIVE","RARE","5","S","true"
"Faustus","ARKHANTE","STANDARD","RARE","4","","false"
"Faustus","ARKHANTE","ALTERNATIVE","RARE","5","A","true"
"Faustus","ARKHANTE","ALTERNATIVE","RARE","5","A","false"
"Fei","MANTRIS","STANDARD","UNCOMMON","1","","false"
"Fei","MANTRIS","STANDARD","UNCOMMON","2","","false"
"Fei","MANTRIS","STANDARD","UNCOMMON","1","","true"
"Fei","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","false"
"Fei","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","true"
"Fei","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","true"
"Fei","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","false"
"Fei & Chang","MANTRIS","COMBO","UNCOMMON","5","B","false"
"Fei & Chang","MANTRIS","COMBO","UNCOMMON","5","C","false"
"Fei & Chang","MANTRIS","COMBO","UNCOMMON","5","B","true"
"Fei & Chang","MANTRIS","COMBO","UNCOMMON","5","S","true"
"Fort-Gotens Camps","RIFT","STANDARD","UNCOMMON","1","","false"
"Fort-Gotens Camps","RIFT","ALTERNATIVE","UNCOMMON","5","C","false"
"Fungurist","RIFT","ALTERNATIVE","RARE","5","B","false"
"Fungurist","RIFT","STANDARD","RARE","1","","false"
"Fungurist","RIFT","ALTERNATIVE","RARE","5","C","false"
"Galile","RIFT","STANDARD","SPECIAL_RARE","1","","true"
"Galile","RIFT","STANDARD","SPECIAL_RARE","1","","false"
"Galile","RIFT","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Galile","RIFT","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Galile","RIFT","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Gamar","MANTRIS","STANDARD","COMMON","1","","false"
"Gamar","MANTRIS","STANDARD","COMMON","1","","true"
"Gamar","MANTRIS","ALTERNATIVE","COMMON","5","A","false"
"Gamar","MANTRIS","ALTERNATIVE","COMMON","5","A","true"
"Gamar","MANTRIS","STANDARD","EXCLUSIVE","5","","false"
"Gamar","MANTRIS","STANDARD","EXCLUSIVE","1","","false"
"Gamar","MANTRIS","STANDARD","EXCLUSIVE","4","","false"
"Gamar","MANTRIS","STANDARD","EXCLUSIVE","2","","false"
"Gamar","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Gamar","MANTRIS","STANDARD","EXCLUSIVE","3","","false"
"Gamar","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Gamar","MANTRIS","ALTERNATIVE","COMMON","5","B","false"
"Gamar","MANTRIS","ALTERNATIVE","COMMON","5","C","false"
"Garth","RIFT","STANDARD","SPECIAL_RARE","1","","false"
"Garth","RIFT","STANDARD","SPECIAL_RARE","1","","true"
"Garth","RIFT","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Garth","RIFT","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Garth","RIFT","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Gaumri & Laurie","","","","","A","true"
"Gaumri & Laurie","","","","","A","false"
"Gaumri & Laurie","N/A","N/A","N/A","N/A","A","false"
"Gaumry","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Gaumry","ARKHANTE","STANDARD","SPECIAL_RARE","1","","true"
"Gaumry","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Gaumry","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","S","false"
"Gaumry","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","A","true"
"Gaumry","ARKHANTE","STANDARD","SPECIAL_RARE","1","","false"
"Gaumry","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Gaumry","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Genetic Research Center","MANTRIS","STANDARD","UNCOMMON","1","","false"
"Genetic Research Center","MANTRIS","STANDARD","UNCOMMON","1","","true"
"Genetic Research Center","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","false"
"Genetic Research Center","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","false"
"Genetic Research Center","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","true"
"Genetic Research Center","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","true"
"Genetic Research Center","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","false"
"Genetic Research Center","MANTRIS","STANDARD","UNCOMMON","5","","false"
"Genetic Research Center","MANTRIS","STANDARD","UNCOMMON","5","","true"
"Genetic Research Center","MANTRIS","STANDARD","UNCOMMON","4","","false"
"Genetic Research Center","MANTRIS","STANDARD","UNCOMMON","2","","false"
"Genetic Research Center","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","true"
"Giant","ARKHANTE","STANDARD","COMMON","1","","false"
"Giant","ARKHANTE","STANDARD","COMMON","5","","false"
"Giant","ARKHANTE","STANDARD","COMMON","2","","false"
"Giant","ARKHANTE","STANDARD","COMMON","5","","true"
"Giant","ARKHANTE","ALTERNATIVE","COMMON","5","C","true"
"Giant","ARKHANTE","STANDARD","COMMON","1","","true"
"Giant","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Giant","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Giant","ARKHANTE","STANDARD","COMMON","3","","false"
"Giant","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Giant","ARKHANTE","STANDARD","COMMON","4","","false"
"Giant","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Giant Eagle","ARKHANTE","STANDARD","COMMON","5","","false"
"Giant Eagle","ARKHANTE","STANDARD","EXCLUSIVE","2","","false"
"Giant Eagle","ARKHANTE","STANDARD","COMMON","1","","false"
"Giant Eagle","ARKHANTE","STANDARD","EXCLUSIVE","3","","false"
"Giant Eagle","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Giant Eagle","ARKHANTE","STANDARD","EXCLUSIVE","5","","false"
"Giant Eagle","ARKHANTE","STANDARD","COMMON","5","","true"
"Giant Eagle","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Giant Eagle","ARKHANTE","STANDARD","EXCLUSIVE","4","","false"
"Giant Eagle","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Giant Eagle","ARKHANTE","STANDARD","EXCLUSIVE","1","","false"
"Giant Eagle","ARKHANTE","STANDARD","COMMON","1","","true"
"Giant Eagle","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Giant Eagle","ARKHANTE","STANDARD","COMMON","4","","false"
"Giant Eagle","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Giant Eagle","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Giant Eagle","ARKHANTE","STANDARD","EXCLUSIVE","5","","true"
"Giant Eagle","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","A","false"
"Giant Eagle & Griffin","ARKHANTE","COMBO","EXCLUSIVE","5","C","false"
"Giant Eagle & Griffin","ARKHANTE","COMBO","COMMON","5","A","false"
"Giant Eagle & Griffin","ARKHANTE","COMBO","COMMON","5","C","false"
"Giant Eagle & Griffin","ARKHANTE","COMBO","COMMON","5","B","false"
"Giant Eagle & Griffin","ARKHANTE","COMBO","EXCLUSIVE","5","S","false"
"Giant Eagle & Griffin","ARKHANTE","COMBO","COMMON","5","S","false"
"Gina","MANTRIS","STANDARD","RARE","1","","false"
"Gina","MANTRIS","STANDARD","RARE","1","","true"
"Gina","MANTRIS","ALTERNATIVE","RARE","5","A","false"
"Gina","MANTRIS","ALTERNATIVE","RARE","5","C","true"
"Gina","MANTRIS","ALTERNATIVE","RARE","5","C","false"
"Gina","MANTRIS","ALTERNATIVE","RARE","5","B","true"
"Gina","MANTRIS","ALTERNATIVE","RARE","5","B","false"
"Gina","MANTRIS","ALTERNATIVE","RARE","5","S","false"
"Glayve","RIFT","STANDARD","ULTRA_RARE","1","","false"
"Glayve","RIFT","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Glayve","RIFT","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Golden Legacy Mint Pass","","","","","","false"
"Golden Legacy Mint Pass","N/A","N/A","N/A","N/A","N/A","false"
"Golden Mint Pass","","","","","","false"
"Golden Mint Pass","N/A","N/A","N/A","N/A","N/A","false"
"Gravowl","RIFT","STANDARD","COMMON","1","","false"
"Gravowl","RIFT","ALTERNATIVE","COMMON","5","C","false"
"Gravowl","RIFT","ALTERNATIVE","COMMON","5","A","false"
"Gravowl","RIFT","ALTERNATIVE","COMMON","5","B","false"
"gReek","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"gReek","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"gReek","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"gReek","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"gReek","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"gReek","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","true"
"gReek & Voranth & Chaka","MANTRIS","COMBO","SPECIAL_RARE","5","C","true"
"gReek & Voranth & Chaka","MANTRIS","COMBO","SPECIAL_RARE","5","B","true"
"gReek & Voranth & Chaka","MANTRIS","COMBO","SPECIAL_RARE","5","C","false"
"gReek & Voranth & Chaka","MANTRIS","COMBO","SPECIAL_RARE","5","S","true"
"gReek & Voranth & Chaka","MANTRIS","COMBO","SPECIAL_RARE","5","B","false"
"Green Mint Pass","","","","","","false"
"Green Mint Pass","N/A","N/A","N/A","N/A","N/A","false"
"Griffin","ARKHANTE","STANDARD","COMMON","5","","false"
"Griffin","ARKHANTE","STANDARD","COMMON","1","","false"
"Griffin","ARKHANTE","STANDARD","COMMON","5","","true"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","1","","false"
"Griffin","ARKHANTE","STANDARD","COMMON","1","","true"
"Griffin","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Griffin","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","3","","true"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","4","","false"
"Griffin","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Griffin","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Griffin","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","S","false"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","5","","false"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","2","","false"
"Griffin","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Griffin","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","A","false"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","5","","true"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","1","","true"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","3","","false"
"Griffin","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","B","true"
"Griffin","ARKHANTE","STANDARD","EXCLUSIVE","2","","true"
"Griffin","ARKHANTE","ALTERNATIVE","COMMON","5","C","true"
"Griffin","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Griffin","ARKHANTE","STANDARD","COMMON","4","","false"
"GrowMa","RIFT","STANDARD","ULTRA_RARE","1","","false"
"GrowMa","RIFT","ALTERNATIVE","ULTRA_RARE","5","C","false"
"GrowMa","RIFT","ALTERNATIVE","ULTRA_RARE","5","A","false"
"Gryffin","RIFT","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Gryffin","RIFT","STANDARD","COMMON","1","","false"
"Gryffin","RIFT","ALTERNATIVE","COMMON","5","A","false"
"Gryffin","RIFT","STANDARD","EXCLUSIVE","2","","false"
"Gryffin","RIFT","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Gryffin","RIFT","ALTERNATIVE","EXCLUSIVE","5","A","false"
"Gryffin","RIFT","ALTERNATIVE","COMMON","5","C","false"
"Gryffin","RIFT","ALTERNATIVE","COMMON","5","B","false"
"Gryffin","RIFT","STANDARD","EXCLUSIVE","5","","false"
"Gryffin","RIFT","STANDARD","EXCLUSIVE","3","","false"
"Gryffin","RIFT","STANDARD","EXCLUSIVE","4","","false"
"Gryffin & Muders","RIFT","COMBO","COMMON","5","A","false"
"Gryffin & Muders","RIFT","COMBO","EXCLUSIVE","5","B","false"
"Gryffin & Muders","RIFT","COMBO","EXCLUSIVE","5","C","false"
"Gryffin & Muders","RIFT","COMBO","EXCLUSIVE","5","A","false"
"Gryffin & Muders","RIFT","COMBO","COMMON","5","C","false"
"Gryffin & Muders","RIFT","COMBO","COMMON","5","B","false"
"Guanacu","RIFT","STANDARD","COMMON","1","","false"
"Guanacu","RIFT","ALTERNATIVE","COMMON","5","A","false"
"Guanacu","RIFT","ALTERNATIVE","COMMON","5","C","false"
"Guanacu","RIFT","ALTERNATIVE","COMMON","5","B","false"
"Gygax","MANTRIS","STANDARD","ULTRA_RARE","1","","true"
"Gygax","MANTRIS","STANDARD","ULTRA_RARE","1","","false"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","S","true"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","true"
"Gygax","MANTRIS","STANDARD","ULTRA_RARE","5","","true"
"Gygax","MANTRIS","STANDARD","ULTRA_RARE","5","","false"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","false"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","true"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","S","false"
"Gygax","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","true"
"Hannibal","ARKHANTE","STANDARD","RARE","5","","false"
